accuracy,.lower,.upper,.width,.point,.interval,p_above_chance,p_above_random,OverlapWithRandom,list,model
0.6240530303030303,0.5984848484848485,0.6505681818181818,0.95,median,hdi-collapsed,1,0.99975,0.0171705615279232,unigram_contrast,64
0.5804924242424242,0.5520833333333334,0.6070075757575758,0.95,median,hdi-collapsed,1,0.50025,0.0884772302091921,bigram_contrast,64
0.634469696969697,0.6089015151515151,0.6609848484848485,0.95,median,hdi-collapsed,1,1,0.0113848533115988,both_contrast,64
