accuracy,.lower,.upper,.width,.point,.interval,p_above_chance,p_above_random,OverlapWithRandom,list,model
0.7973484848484849,0.7774621212121212,0.8172348484848485,0.95,median,hdi-collapsed,1,1,2.44086261561323e-05,unigram_contrast,4
0.6259469696969697,0.5984848484848485,0.6505681818181818,0.95,median,hdi-collapsed,1,1,0.0163453240815043,bigram_contrast,4
0.7206439393939394,0.6964951307105265,0.7410027064681018,0.95,median,hdi-collapsed,1,1,4.86228991071166e-05,both_contrast,4
