accuracy,.lower,.upper,.width,.point,.interval,p_above_chance,p_above_random,OverlapWithRandom,list,model
0.5454545454545454,0.5075757575757576,0.5871212121212122,0.95,median,hdi-collapsed,0.9855,0.0455,0.165032069888164,unigram_contrast,4
0.5227272727272727,0.4810606060606061,0.5643939393939394,0.95,median,hdi-collapsed,0.8545,0.00225,0.173226025584678,bigram_contrast,4
0.5984848484848485,0.5625,0.6401515151515151,0.95,median,hdi-collapsed,1,0.818,0.0630352296421244,both_contrast,4
