accuracy,.lower,.upper,.width,.point,.interval,p_above_chance,p_above_random,OverlapWithRandom,list,model
0.6530303030303031,0.6212121212121212,0.6833333333333333,0.95,median,hdi-collapsed,1,1,0.00642925392576609,unigram_contrast,PhilipsPearl_Ideal_Unigram_Batch
0.5621212121212121,0.5272727272727272,0.5984848484848485,0.95,median,hdi-collapsed,0.99975,0.158,0.145743928247939,bigram_contrast,PhilipsPearl_Ideal_Unigram_Batch
0.6409090909090909,0.6090909090909091,0.6742424242424242,0.95,median,hdi-collapsed,1,0.99975,0.0111886300690183,both_contrast,PhilipsPearl_Ideal_Unigram_Batch
