accuracy,.lower,.upper,.width,.point,.interval,p_above_chance,p_above_random,OverlapWithRandom,list,model
0.603030303030303,0.5696969696969697,0.6363636363636364,0.95,median,hdi,1,0.9185,0.0487548218333678,unigram_contrast,PearlBrentWords
0.6636363636363637,0.6348484848484849,0.6984848484848485,0.95,median,hdi,1,1,0.00456002729384652,bigram_contrast,PearlBrentWords
0.6196969696969697,0.5848484848484848,0.6515151515151515,0.95,median,hdi,1,0.99025,0.0275288716569795,both_contrast,PearlBrentWords
