accuracy,.lower,.upper,.width,.point,.interval,p_above_chance,p_above_random,OverlapWithRandom,list,model
0.740530303030303,0.7178030303030303,0.7623106060606061,0.95,median,hdi-collapsed,1,1,1.67271201667818e-05,unigram_contrast,8
0.6202651515151515,0.5946969696969697,0.646780303030303,0.95,median,hdi-collapsed,1,0.99875,0.021560830335671,bigram_contrast,8
0.7140151515151515,0.6912878787878788,0.7357954545454546,0.95,median,hdi-collapsed,1,1,0.000104131800934721,both_contrast,8
