accuracy,.lower,.upper,.width,.point,.interval,p_above_chance,p_above_random,OverlapWithRandom,list,model
0.7069128787878788,0.6884469696969697,0.7220643939393939,0.95,median,hdi-collapsed,1,1,9.25933516971714e-05,unigram_contrast,1.02
0.6003787878787878,0.5814393939393939,0.618844696969697,0.95,median,hdi-collapsed,1,0.98175,0.0330615547109153,bigram_contrast,1.02
0.6609848484848485,0.6425189393939394,0.6775568181818182,0.95,median,hdi-collapsed,1,1,0.00133676419634458,both_contrast,1.02
