accuracy,.lower,.upper,.width,.point,.interval,p_above_chance,p_above_random,OverlapWithRandom,list,model
0.7073863636363636,0.6837121212121212,0.7301136363636364,0.95,median,hdi-collapsed,1,1,0.000137154378229062,unigram_contrast,64
0.6098484848484849,0.5823863636363636,0.6363636363636364,0.95,median,hdi-collapsed,1,0.985,0.0323168716811979,bigram_contrast,64
0.6960227272727273,0.6704545454545454,0.7178030303030303,0.95,median,hdi-collapsed,1,1,0.000334571955873351,both_contrast,64
