accuracy,.lower,.upper,.width,.point,.interval,p_above_chance,p_above_random,OverlapWithRandom,list,model
0.7225378787878788,0.6988636363636364,0.7443181818181818,0.95,median,hdi-collapsed,1,1,7.13581932600275e-05,unigram_contrast,1.05
0.6079545454545454,0.5823863636363636,0.6335227272727273,0.95,median,hdi-collapsed,1,0.97825,0.0340267414719143,bigram_contrast,1.05
0.6893939393939394,0.6666666666666666,0.7140151515151515,0.95,median,hdi-collapsed,1,1,0.000586525325482804,both_contrast,1.05
