accuracy,.lower,.upper,.width,.point,.interval,p_above_chance,p_above_random,OverlapWithRandom,list,model
0.7007575757575758,0.6770833333333334,0.7234848484848485,0.95,median,hdi-collapsed,1,1,0.000292148446869424,unigram_contrast,1.025
0.5946969696969697,0.5672348484848485,0.6202651515151515,0.95,median,hdi-collapsed,1,0.85625,0.054933407493669,bigram_contrast,1.025
0.65625,0.6316287878787878,0.6818181818181818,0.95,median,hdi-collapsed,1,1,0.00394886084838119,both_contrast,1.025
